Fecha Hora,Barra,Costo Marginal [USD/MWh]
2026-01-28 00:00:00.000000,Tarapaca220,77.5
2026-01-28 00:00:00.000000,PMontt220,76.2
2026-01-28 00:00:00.000000,Crucero220,74.1
2026-01-28 00:00:00.000000,Atacama220_BP1,73.8
2026-01-28 00:00:00.000000,Cardones220,71.3
2026-01-28 00:00:00.000000,PAzucar220,69.4
2026-01-28 00:00:00.000000,Quillota220,67.9
2026-01-28 00:00:00.000000,Charrua220,67.4
2026-01-28 01:00:00.000000,Tarapaca220,79.7
2026-01-28 01:00:00.000000,Crucero220,75.8
2026-01-28 01:00:00.000000,PMontt220,75.4
2026-01-28 01:00:00.000000,Atacama220_BP1,75.4
2026-01-28 01:00:00.000000,Cardones220,72.5
2026-01-28 01:00:00.000000,PAzucar220,70.1
2026-01-28 01:00:00.000000,Quillota220,67.9
2026-01-28 01:00:00.000000,Charrua220,67.2
2026-01-28 02:00:00.000000,Tarapaca220,80.1
2026-01-28 02:00:00.000000,Crucero220,76.3
2026-01-28 02:00:00.000000,Atacama220_BP1,75.7
2026-01-28 02:00:00.000000,PMontt220,74.8
2026-01-28 02:00:00.000000,Cardones220,72.9
2026-01-28 02:00:00.000000,PAzucar220,70.6
2026-01-28 02:00:00.000000,Quillota220,68.0
2026-01-28 02:00:00.000000,Charrua220,67.2
2026-01-28 03:00:00.000000,Tarapaca220,80.4
2026-01-28 03:00:00.000000,Crucero220,76.4
2026-01-28 03:00:00.000000,Atacama220_BP1,75.7
2026-01-28 03:00:00.000000,PMontt220,74.2
2026-01-28 03:00:00.000000,Cardones220,73.2
2026-01-28 03:00:00.000000,PAzucar220,71.0
2026-01-28 03:00:00.000000,Quillota220,68.0
2026-01-28 03:00:00.000000,Charrua220,67.2
2026-01-28 04:00:00.000000,Tarapaca220,79.8
2026-01-28 04:00:00.000000,Crucero220,75.6
2026-01-28 04:00:00.000000,Atacama220_BP1,75.1
2026-01-28 04:00:00.000000,PMontt220,73.9
2026-01-28 04:00:00.000000,Cardones220,73.1
2026-01-28 04:00:00.000000,PAzucar220,71.1
2026-01-28 04:00:00.000000,Quillota220,67.9
2026-01-28 04:00:00.000000,Charrua220,67.1
2026-01-28 05:00:00.000000,Tarapaca220,77.8
2026-01-28 05:00:00.000000,Crucero220,75.0
2026-01-28 05:00:00.000000,Atacama220_BP1,74.5
2026-01-28 05:00:00.000000,PMontt220,74.0
2026-01-28 05:00:00.000000,Cardones220,72.8
2026-01-28 05:00:00.000000,PAzucar220,71.1
2026-01-28 05:00:00.000000,Quillota220,67.9
2026-01-28 05:00:00.000000,Charrua220,67.1
2026-01-28 06:00:00.000000,Tarapaca220,74.9
2026-01-28 06:00:00.000000,PMontt220,74.9
2026-01-28 06:00:00.000000,Crucero220,72.7
2026-01-28 06:00:00.000000,Atacama220_BP1,72.4
2026-01-28 06:00:00.000000,Cardones220,71.6
2026-01-28 06:00:00.000000,PAzucar220,70.5
2026-01-28 06:00:00.000000,Quillota220,67.9
2026-01-28 06:00:00.000000,Charrua220,67.2
2026-01-28 07:00:00.000000,Tarapaca220,76.5
2026-01-28 07:00:00.000000,PMontt220,74.4
2026-01-28 07:00:00.000000,Crucero220,72.8
2026-01-28 07:00:00.000000,Atacama220_BP1,72.3
2026-01-28 07:00:00.000000,Cardones220,70.8
2026-01-28 07:00:00.000000,PAzucar220,69.9
2026-01-28 07:00:00.000000,Quillota220,67.6
2026-01-28 07:00:00.000000,Charrua220,66.6
2026-01-28 08:00:00.000000,PMontt220,50.5
2026-01-28 08:00:00.000000,Quillota220,44.0
2026-01-28 08:00:00.000000,Charrua220,43.3
2026-01-28 08:00:00.000000,PAzucar220,43.0
