Fecha Hora,Barra,Costo Marginal [USD/MWh]
2026-04-02 00:00:00.000000,Tarapaca220,63.5
2026-04-02 00:00:00.000000,Atacama220_BP1,62.3
2026-04-02 00:00:00.000000,Crucero220,60.9
2026-04-02 00:00:00.000000,Cardones220,57.9
2026-04-02 00:00:00.000000,PAzucar220,56.1
2026-04-02 00:00:00.000000,Quillota220,54.5
2026-04-02 00:00:00.000000,Charrua220,53.7
2026-04-02 00:00:00.000000,PMontt220,33.2
2026-04-02 01:00:00.000000,Tarapaca220,63.1
2026-04-02 01:00:00.000000,Atacama220_BP1,62.2
2026-04-02 01:00:00.000000,Crucero220,60.9
2026-04-02 01:00:00.000000,Cardones220,58.0
2026-04-02 01:00:00.000000,PAzucar220,56.3
2026-04-02 01:00:00.000000,Quillota220,54.5
2026-04-02 01:00:00.000000,Charrua220,53.9
2026-04-02 01:00:00.000000,PMontt220,33.8
2026-04-02 02:00:00.000000,Tarapaca220,62.4
2026-04-02 02:00:00.000000,Atacama220_BP1,61.4
2026-04-02 02:00:00.000000,Crucero220,60.2
2026-04-02 02:00:00.000000,Cardones220,57.2
2026-04-02 02:00:00.000000,PAzucar220,55.6
2026-04-02 02:00:00.000000,Quillota220,53.6
2026-04-02 02:00:00.000000,Charrua220,53.1
2026-04-02 02:00:00.000000,PMontt220,34.0
2026-04-02 03:00:00.000000,Tarapaca220,62.9
2026-04-02 03:00:00.000000,Atacama220_BP1,61.8
2026-04-02 03:00:00.000000,Crucero220,60.6
2026-04-02 03:00:00.000000,Cardones220,57.6
2026-04-02 03:00:00.000000,PAzucar220,55.8
2026-04-02 03:00:00.000000,Quillota220,53.6
2026-04-02 03:00:00.000000,Charrua220,52.9
2026-04-02 03:00:00.000000,PMontt220,33.9
2026-04-02 04:00:00.000000,Tarapaca220,62.8
2026-04-02 04:00:00.000000,Atacama220_BP1,61.3
2026-04-02 04:00:00.000000,Crucero220,60.1
2026-04-02 04:00:00.000000,Cardones220,57.4
2026-04-02 04:00:00.000000,PAzucar220,55.8
2026-04-02 04:00:00.000000,Quillota220,53.6
2026-04-02 04:00:00.000000,Charrua220,52.9
2026-04-02 04:00:00.000000,PMontt220,51.5
2026-04-02 05:00:00.000000,Tarapaca220,62.7
2026-04-02 05:00:00.000000,Atacama220_BP1,61.3
2026-04-02 05:00:00.000000,Crucero220,60.0
2026-04-02 05:00:00.000000,Cardones220,57.5
2026-04-02 05:00:00.000000,PAzucar220,56.1
2026-04-02 05:00:00.000000,Quillota220,54.0
2026-04-02 05:00:00.000000,Charrua220,53.3
2026-04-02 05:00:00.000000,PMontt220,30.3
2026-04-02 06:00:00.000000,Tarapaca220,60.4
2026-04-02 06:00:00.000000,Atacama220_BP1,60.0
2026-04-02 06:00:00.000000,Crucero220,58.7
2026-04-02 06:00:00.000000,Cardones220,56.8
2026-04-02 06:00:00.000000,PAzucar220,56.0
2026-04-02 06:00:00.000000,Quillota220,54.2
2026-04-02 06:00:00.000000,Charrua220,53.5
2026-04-02 06:00:00.000000,PMontt220,29.4
2026-04-02 07:00:00.000000,PMontt220,57.8
2026-04-02 07:00:00.000000,Tarapaca220,56.0
2026-04-02 07:00:00.000000,Atacama220_BP1,55.8
2026-04-02 07:00:00.000000,Quillota220,54.4
2026-04-02 07:00:00.000000,PAzucar220,54.4
2026-04-02 07:00:00.000000,Crucero220,54.3
2026-04-02 07:00:00.000000,Charrua220,54.1
2026-04-02 07:00:00.000000,Cardones220,54.0
2026-04-02 08:00:00.000000,PMontt220,59.8
2026-04-02 08:00:00.000000,Charrua220,54.5
2026-04-02 08:00:00.000000,Tarapaca220,54.5
2026-04-02 08:00:00.000000,Quillota220,54.4
2026-04-02 08:00:00.000000,Atacama220_BP1,53.6
2026-04-02 08:00:00.000000,PAzucar220,53.1
2026-04-02 08:00:00.000000,Crucero220,52.3
2026-04-02 08:00:00.000000,Cardones220,52.0
2026-04-02 09:00:00.000000,PMontt220,58.3
2026-04-02 09:00:00.000000,Charrua220,51.3
2026-04-02 09:00:00.000000,Quillota220,48.3
2026-04-02 09:00:00.000000,PAzucar220,12.8
2026-04-02 09:00:00.000000,Atacama220_BP1,10.8
2026-04-02 09:00:00.000000,Cardones220,10.6
2026-04-02 09:00:00.000000,Crucero220,10.4
2026-04-02 09:00:00.000000,Tarapaca220,10.3
2026-04-02 10:00:00.000000,PMontt220,45.2
