Fecha Hora,Barra,Costo Marginal [USD/MWh]
2025-12-11 00:00:00.000000,PMontt220,69.9
2025-12-11 00:00:00.000000,Tarapaca220,64.0
2025-12-11 00:00:00.000000,Atacama220_BP1,63.1
2025-12-11 00:00:00.000000,Quillota220,62.2
2025-12-11 00:00:00.000000,Crucero220,62.0
2025-12-11 00:00:00.000000,PAzucar220,61.6
2025-12-11 00:00:00.000000,Cardones220,61.5
2025-12-11 00:00:00.000000,Charrua220,60.7
2025-12-11 01:00:00.000000,PMontt220,68.6
2025-12-11 01:00:00.000000,Tarapaca220,67.1
2025-12-11 01:00:00.000000,Atacama220_BP1,64.4
2025-12-11 01:00:00.000000,Crucero220,63.6
2025-12-11 01:00:00.000000,Cardones220,62.3
2025-12-11 01:00:00.000000,PAzucar220,61.9
2025-12-11 01:00:00.000000,Quillota220,61.8
2025-12-11 01:00:00.000000,Charrua220,60.0
2025-12-11 02:00:00.000000,Tarapaca220,67.9
2025-12-11 02:00:00.000000,PMontt220,67.7
2025-12-11 02:00:00.000000,Atacama220_BP1,65.1
2025-12-11 02:00:00.000000,Crucero220,64.3
2025-12-11 02:00:00.000000,Cardones220,62.8
2025-12-11 02:00:00.000000,PAzucar220,62.2
2025-12-11 02:00:00.000000,Quillota220,61.6
2025-12-11 02:00:00.000000,Charrua220,59.9
2025-12-11 03:00:00.000000,Tarapaca220,68.7
2025-12-11 03:00:00.000000,PMontt220,67.8
2025-12-11 03:00:00.000000,Atacama220_BP1,65.7
2025-12-11 03:00:00.000000,Crucero220,64.9
2025-12-11 03:00:00.000000,Cardones220,63.2
2025-12-11 03:00:00.000000,PAzucar220,62.5
2025-12-11 03:00:00.000000,Quillota220,61.6
2025-12-11 03:00:00.000000,Charrua220,60.0
2025-12-11 04:00:00.000000,PMontt220,69.1
2025-12-11 04:00:00.000000,Tarapaca220,68.2
2025-12-11 04:00:00.000000,Atacama220_BP1,65.7
2025-12-11 04:00:00.000000,Crucero220,64.8
2025-12-11 04:00:00.000000,Cardones220,63.4
2025-12-11 04:00:00.000000,PAzucar220,62.9
