Fecha Hora,Barra,Costo Marginal [USD/MWh]
2026-04-01 00:00:00.000000,Tarapaca220,74.5
2026-04-01 00:00:00.000000,Atacama220_BP1,72.6
2026-04-01 00:00:00.000000,Crucero220,70.8
2026-04-01 00:00:00.000000,Cardones220,68.3
2026-04-01 00:00:00.000000,PAzucar220,66.7
2026-04-01 00:00:00.000000,PMontt220,65.2
2026-04-01 00:00:00.000000,Quillota220,64.1
2026-04-01 00:00:00.000000,Charrua220,63.8
2026-04-01 01:00:00.000000,Tarapaca220,74.0
2026-04-01 01:00:00.000000,Atacama220_BP1,72.0
2026-04-01 01:00:00.000000,Crucero220,70.2
2026-04-01 01:00:00.000000,Cardones220,67.9
2026-04-01 01:00:00.000000,PAzucar220,66.4
2026-04-01 01:00:00.000000,PMontt220,63.9
2026-04-01 01:00:00.000000,Quillota220,63.8
2026-04-01 01:00:00.000000,Charrua220,63.7
2026-04-01 02:00:00.000000,Tarapaca220,74.8
2026-04-01 02:00:00.000000,Atacama220_BP1,72.1
2026-04-01 02:00:00.000000,Crucero220,70.5
2026-04-01 02:00:00.000000,Cardones220,67.9
2026-04-01 02:00:00.000000,PAzucar220,66.4
2026-04-01 02:00:00.000000,Quillota220,63.6
2026-04-01 02:00:00.000000,Charrua220,63.5
2026-04-01 02:00:00.000000,PMontt220,62.8
2026-04-01 03:00:00.000000,Tarapaca220,73.8
2026-04-01 03:00:00.000000,Atacama220_BP1,71.9
2026-04-01 03:00:00.000000,Crucero220,70.3
2026-04-01 03:00:00.000000,Cardones220,67.9
2026-04-01 03:00:00.000000,PAzucar220,66.5
2026-04-01 03:00:00.000000,Charrua220,63.7
2026-04-01 03:00:00.000000,Quillota220,63.7
2026-04-01 03:00:00.000000,PMontt220,62.9
2026-04-01 04:00:00.000000,Tarapaca220,74.0
2026-04-01 04:00:00.000000,Atacama220_BP1,72.3
2026-04-01 04:00:00.000000,Crucero220,70.7
2026-04-01 04:00:00.000000,Cardones220,68.3
2026-04-01 04:00:00.000000,PAzucar220,66.7
2026-04-01 04:00:00.000000,Quillota220,63.8
2026-04-01 04:00:00.000000,Charrua220,63.6
2026-04-01 04:00:00.000000,PMontt220,62.9
2026-04-01 05:00:00.000000,Tarapaca220,74.9
2026-04-01 05:00:00.000000,Atacama220_BP1,72.6
2026-04-01 05:00:00.000000,Crucero220,71.0
2026-04-01 05:00:00.000000,Cardones220,68.4
2026-04-01 05:00:00.000000,PAzucar220,66.8
2026-04-01 05:00:00.000000,Quillota220,63.7
2026-04-01 05:00:00.000000,Charrua220,63.7
2026-04-01 05:00:00.000000,PMontt220,63.4
2026-04-01 06:00:00.000000,Tarapaca220,70.0
2026-04-01 06:00:00.000000,Atacama220_BP1,69.3
2026-04-01 06:00:00.000000,Crucero220,67.6
2026-04-01 06:00:00.000000,Cardones220,66.5
2026-04-01 06:00:00.000000,PAzucar220,66.0
2026-04-01 06:00:00.000000,PMontt220,64.5
2026-04-01 06:00:00.000000,Quillota220,64.0
2026-04-01 06:00:00.000000,Charrua220,63.9
2026-04-01 07:00:00.000000,PMontt220,69.1
2026-04-01 07:00:00.000000,Tarapaca220,65.9
2026-04-01 07:00:00.000000,Atacama220_BP1,65.8
2026-04-01 07:00:00.000000,PAzucar220,64.6
2026-04-01 07:00:00.000000,Charrua220,64.4
2026-04-01 07:00:00.000000,Cardones220,64.2
2026-04-01 07:00:00.000000,Quillota220,64.1
2026-04-01 07:00:00.000000,Crucero220,63.9
2026-04-01 08:00:00.000000,PMontt220,72.2
2026-04-01 08:00:00.000000,Charrua220,65.2
2026-04-01 08:00:00.000000,Quillota220,64.1
2026-04-01 08:00:00.000000,Tarapaca220,63.1
2026-04-01 08:00:00.000000,PAzucar220,62.8
2026-04-01 08:00:00.000000,Atacama220_BP1,62.7
2026-04-01 08:00:00.000000,Cardones220,61.5
2026-04-01 08:00:00.000000,Crucero220,60.8
2026-04-01 09:00:00.000000,PMontt220,64.4
2026-04-01 09:00:00.000000,Charrua220,57.2
2026-04-01 09:00:00.000000,Quillota220,52.6
2026-04-01 09:00:00.000000,PAzucar220,7.0
2026-04-01 09:00:00.000000,Atacama220_BP1,4.6
2026-04-01 09:00:00.000000,Cardones220,4.6
2026-04-01 09:00:00.000000,Tarapaca220,4.4
2026-04-01 09:00:00.000000,Crucero220,4.4
2026-04-01 10:00:00.000000,PMontt220,67.5
2026-04-01 10:00:00.000000,Charrua220,51.0
2026-04-01 10:00:00.000000,Quillota220,46.6
2026-04-01 10:00:00.000000,PAzucar220,1.8
2026-04-01 10:00:00.000000,Atacama220_BP1,0.0
2026-04-01 10:00:00.000000,Cardones220,0.0
2026-04-01 10:00:00.000000,Crucero220,0.0
2026-04-01 10:00:00.000000,Tarapaca220,0.0
2026-04-01 11:00:00.000000,PMontt220,64.4
2026-04-01 11:00:00.000000,Charrua220,45.8
2026-04-01 11:00:00.000000,Quillota220,42.2
2026-04-01 11:00:00.000000,PAzucar220,1.6
2026-04-01 11:00:00.000000,Atacama220_BP1,0.0
2026-04-01 11:00:00.000000,Cardones220,0.0
2026-04-01 11:00:00.000000,Crucero220,0.0
2026-04-01 11:00:00.000000,Tarapaca220,0.0
2026-04-01 12:00:00.000000,PMontt220,59.0
2026-04-01 12:00:00.000000,Charrua220,40.7
2026-04-01 12:00:00.000000,Quillota220,37.5
2026-04-01 12:00:00.000000,PAzucar220,1.2
2026-04-01 12:00:00.000000,Atacama220_BP1,0.0
2026-04-01 12:00:00.000000,Cardones220,0.0
2026-04-01 12:00:00.000000,Crucero220,0.0
2026-04-01 12:00:00.000000,Tarapaca220,0.0
2026-04-01 13:00:00.000000,PMontt220,64.2
2026-04-01 13:00:00.000000,Charrua220,45.8
2026-04-01 13:00:00.000000,Quillota220,42.2
2026-04-01 13:00:00.000000,PAzucar220,1.6
2026-04-01 13:00:00.000000,Atacama220_BP1,0.0
2026-04-01 13:00:00.000000,Cardones220,0.0
2026-04-01 13:00:00.000000,Crucero220,0.0
2026-04-01 13:00:00.000000,Tarapaca220,0.0
2026-04-01 14:00:00.000000,PMontt220,57.8
2026-04-01 14:00:00.000000,Charrua220,51.0
2026-04-01 14:00:00.000000,Quillota220,46.8
2026-04-01 14:00:00.000000,PAzucar220,1.8
2026-04-01 14:00:00.000000,Atacama220_BP1,0.0
2026-04-01 14:00:00.000000,Cardones220,0.0
2026-04-01 14:00:00.000000,Crucero220,0.0
2026-04-01 14:00:00.000000,Tarapaca220,0.0
2026-04-01 15:00:00.000000,PMontt220,62.3
2026-04-01 15:00:00.000000,Charrua220,46.0
2026-04-01 15:00:00.000000,Quillota220,42.3
2026-04-01 15:00:00.000000,PAzucar220,1.6
2026-04-01 15:00:00.000000,Atacama220_BP1,0.0
2026-04-01 15:00:00.000000,Cardones220,0.0
2026-04-01 15:00:00.000000,Crucero220,0.0
2026-04-01 15:00:00.000000,Tarapaca220,0.0
2026-04-01 16:00:00.000000,PMontt220,65.5
2026-04-01 16:00:00.000000,Charrua220,45.8
2026-04-01 16:00:00.000000,Quillota220,42.2
2026-04-01 16:00:00.000000,PAzucar220,1.6
2026-04-01 16:00:00.000000,Atacama220_BP1,0.0
2026-04-01 16:00:00.000000,Cardones220,0.0
2026-04-01 16:00:00.000000,Crucero220,0.0
2026-04-01 16:00:00.000000,Tarapaca220,0.0
2026-04-01 17:00:00.000000,PMontt220,40.1
2026-04-01 17:00:00.000000,Quillota220,34.8
2026-04-01 17:00:00.000000,Charrua220,34.2
2026-04-01 17:00:00.000000,Atacama220_BP1,0.0
2026-04-01 17:00:00.000000,Cardones220,0.0
2026-04-01 17:00:00.000000,Crucero220,0.0
2026-04-01 17:00:00.000000,PAzucar220,0.0
2026-04-01 17:00:00.000000,Tarapaca220,0.0
2026-04-01 18:00:00.000000,PMontt220,38.8
2026-04-01 18:00:00.000000,Quillota220,37.8
2026-04-01 18:00:00.000000,Charrua220,37.1
2026-04-01 18:00:00.000000,Atacama220_BP1,0.0
2026-04-01 18:00:00.000000,Cardones220,0.0
2026-04-01 18:00:00.000000,Crucero220,0.0
2026-04-01 18:00:00.000000,PAzucar220,0.0
2026-04-01 18:00:00.000000,Tarapaca220,0.0
2026-04-01 19:00:00.000000,PMontt220,67.0
2026-04-01 19:00:00.000000,Charrua220,65.1
2026-04-01 19:00:00.000000,Quillota220,64.2
2026-04-01 19:00:00.000000,Tarapaca220,57.8
2026-04-01 19:00:00.000000,Atacama220_BP1,56.6
2026-04-01 19:00:00.000000,Crucero220,55.1
2026-04-01 19:00:00.000000,PAzucar220,53.8
2026-04-01 19:00:00.000000,Cardones220,53.5
2026-04-01 20:00:00.000000,Tarapaca220,58.5
2026-04-01 20:00:00.000000,PMontt220,57.9
2026-04-01 20:00:00.000000,Charrua220,56.6
2026-04-01 20:00:00.000000,Atacama220_BP1,56.5
2026-04-01 20:00:00.000000,Quillota220,55.8
2026-04-01 20:00:00.000000,Crucero220,54.7
2026-04-01 20:00:00.000000,Cardones220,54.2
2026-04-01 20:00:00.000000,PAzucar220,54.1
2026-04-01 21:00:00.000000,Tarapaca220,58.9
2026-04-01 21:00:00.000000,Atacama220_BP1,58.2
2026-04-01 21:00:00.000000,Charrua220,56.3
2026-04-01 21:00:00.000000,Crucero220,56.3
2026-04-01 21:00:00.000000,Quillota220,55.9
2026-04-01 21:00:00.000000,Cardones220,55.3
2026-04-01 21:00:00.000000,PAzucar220,55.0
2026-04-01 21:00:00.000000,PMontt220,49.7
2026-04-01 22:00:00.000000,Tarapaca220,60.6
2026-04-01 22:00:00.000000,Atacama220_BP1,59.8
2026-04-01 22:00:00.000000,Crucero220,58.0
2026-04-01 22:00:00.000000,Cardones220,56.4
2026-04-01 22:00:00.000000,Charrua220,56.1
2026-04-01 22:00:00.000000,Quillota220,55.9
2026-04-01 22:00:00.000000,PAzucar220,55.8
2026-04-01 22:00:00.000000,PMontt220,50.9
2026-04-01 23:00:00.000000,Tarapaca220,59.1
2026-04-01 23:00:00.000000,Atacama220_BP1,57.8
2026-04-01 23:00:00.000000,Crucero220,56.2
2026-04-01 23:00:00.000000,Charrua220,55.2
2026-04-01 23:00:00.000000,Cardones220,55.1
2026-04-01 23:00:00.000000,Quillota220,54.9
2026-04-01 23:00:00.000000,PAzucar220,54.7
2026-04-01 23:00:00.000000,PMontt220,36.3
2026-04-02 00:00:00.000000,Tarapaca220,69.8
2026-04-02 00:00:00.000000,Atacama220_BP1,68.5
2026-04-02 00:00:00.000000,Crucero220,67.0
2026-04-02 00:00:00.000000,Cardones220,64.1
2026-04-02 00:00:00.000000,PAzucar220,62.4
2026-04-02 00:00:00.000000,Charrua220,60.3
2026-04-02 00:00:00.000000,Quillota220,60.2
2026-04-02 00:00:00.000000,PMontt220,33.3
2026-04-02 01:00:00.000000,Tarapaca220,71.1
2026-04-02 01:00:00.000000,Atacama220_BP1,68.7
2026-04-02 01:00:00.000000,Crucero220,67.9
2026-04-02 01:00:00.000000,Cardones220,63.0
2026-04-02 01:00:00.000000,PAzucar220,61.0
2026-04-02 01:00:00.000000,Charrua220,58.6
2026-04-02 01:00:00.000000,Quillota220,58.4
2026-04-02 01:00:00.000000,PMontt220,27.7
2026-04-02 02:00:00.000000,Tarapaca220,70.9
2026-04-02 02:00:00.000000,Atacama220_BP1,69.3
2026-04-02 02:00:00.000000,Crucero220,68.0
2026-04-02 02:00:00.000000,Cardones220,64.8
2026-04-02 02:00:00.000000,PAzucar220,62.9
2026-04-02 02:00:00.000000,Charrua220,59.9
2026-04-02 02:00:00.000000,Quillota220,59.9
2026-04-02 02:00:00.000000,PMontt220,29.6
2026-04-02 03:00:00.000000,Tarapaca220,70.9
2026-04-02 03:00:00.000000,Atacama220_BP1,69.3
2026-04-02 03:00:00.000000,Crucero220,68.0
2026-04-02 03:00:00.000000,Cardones220,64.8
2026-04-02 03:00:00.000000,PAzucar220,62.9
