Fecha Hora,Barra,Costo Marginal [USD/MWh]
2026-04-16 00:00:00,Tarapaca220,98.9
2026-04-16 00:00:00,Atacama220_BP1,94.5
2026-04-16 00:00:00,Crucero220,94.5
2026-04-16 00:00:00,Cardones220,92.0
2026-04-16 00:00:00,PAzucar220,90.8
2026-04-16 00:00:00,Quillota220,87.5
2026-04-16 00:00:00,Charrua220,86.2
2026-04-16 00:00:00,PMontt220,80.1
2026-04-16 01:00:00,Tarapaca220,102.7
2026-04-16 01:00:00,Crucero220,97.3
2026-04-16 01:00:00,Atacama220_BP1,97.0
2026-04-16 01:00:00,Cardones220,93.6
2026-04-16 01:00:00,PAzucar220,91.6
2026-04-16 01:00:00,Quillota220,87.5
2026-04-16 01:00:00,Charrua220,85.9
2026-04-16 01:00:00,PMontt220,78.7
2026-04-16 02:00:00,Tarapaca220,104.1
2026-04-16 02:00:00,Crucero220,99.0
2026-04-16 02:00:00,Atacama220_BP1,98.5
2026-04-16 02:00:00,Cardones220,94.7
2026-04-16 02:00:00,PAzucar220,92.2
2026-04-16 02:00:00,Quillota220,87.5
2026-04-16 02:00:00,Charrua220,86.1
2026-04-16 02:00:00,PMontt220,78.5
2026-04-16 03:00:00,Tarapaca220,103.8
2026-04-16 03:00:00,Crucero220,99.1
2026-04-16 03:00:00,Atacama220_BP1,98.6
2026-04-16 03:00:00,Cardones220,94.8
2026-04-16 03:00:00,PAzucar220,92.3
2026-04-16 03:00:00,Quillota220,87.4
2026-04-16 03:00:00,Charrua220,86.0
2026-04-16 03:00:00,PMontt220,78.0
2026-04-16 04:00:00,Tarapaca220,104.0
2026-04-16 04:00:00,Crucero220,98.8
2026-04-16 04:00:00,Atacama220_BP1,98.3
2026-04-16 04:00:00,Cardones220,94.6
2026-04-16 04:00:00,PAzucar220,92.2
2026-04-16 04:00:00,Quillota220,87.3
2026-04-16 04:00:00,Charrua220,86.0
2026-04-16 04:00:00,PMontt220,77.6
2026-04-16 05:00:00,Tarapaca220,103.5
2026-04-16 05:00:00,Crucero220,98.4
2026-04-16 05:00:00,Atacama220_BP1,98.1
2026-04-16 05:00:00,Cardones220,94.5
2026-04-16 05:00:00,PAzucar220,92.2
2026-04-16 05:00:00,Quillota220,87.3
2026-04-16 05:00:00,Charrua220,85.7
2026-04-16 05:00:00,PMontt220,77.6
2026-04-16 06:00:00,Tarapaca220,100.2
2026-04-16 06:00:00,Atacama220_BP1,95.3
2026-04-16 06:00:00,Crucero220,94.9
2026-04-16 06:00:00,Cardones220,92.9
2026-04-16 06:00:00,PAzucar220,91.7
2026-04-16 06:00:00,Quillota220,87.9
2026-04-16 06:00:00,Charrua220,87.0
2026-04-16 06:00:00,PMontt220,80.8
2026-04-16 07:00:00,Tarapaca220,90.9
2026-04-16 07:00:00,PAzucar220,88.0
2026-04-16 07:00:00,Atacama220_BP1,87.4
2026-04-16 07:00:00,Cardones220,87.1
2026-04-16 07:00:00,Charrua220,86.9
2026-04-16 07:00:00,Crucero220,86.9
2026-04-16 07:00:00,Quillota220,86.8
2026-04-16 07:00:00,PMontt220,83.4
2026-04-16 08:00:00,PMontt220,51.9
2026-04-16 08:00:00,Charrua220,50.7
2026-04-16 08:00:00,Quillota220,49.7
2026-04-16 08:00:00,PAzucar220,47.4
2026-04-16 08:00:00,Cardones220,44.3
2026-04-16 08:00:00,Atacama220_BP1,43.5
2026-04-16 08:00:00,Tarapaca220,41.8
2026-04-16 08:00:00,Crucero220,41.8
2026-04-16 09:00:00,PMontt220,52.1
2026-04-16 09:00:00,Charrua220,50.5
2026-04-16 09:00:00,Quillota220,49.6
2026-04-16 09:00:00,PAzucar220,47.1
2026-04-16 09:00:00,Cardones220,44.0
2026-04-16 09:00:00,Atacama220_BP1,43.0
2026-04-16 09:00:00,Tarapaca220,42.1
2026-04-16 09:00:00,Crucero220,41.9
2026-04-16 10:00:00,PMontt220,53.3
2026-04-16 10:00:00,Charrua220,50.6
2026-04-16 10:00:00,Quillota220,49.5
2026-04-16 10:00:00,PAzucar220,46.6
2026-04-16 10:00:00,Cardones220,43.2
2026-04-16 10:00:00,Atacama220_BP1,42.0
2026-04-16 10:00:00,Tarapaca220,41.3
2026-04-16 10:00:00,Crucero220,40.8
2026-04-16 11:00:00,PMontt220,54.0
2026-04-16 11:00:00,Charrua220,50.8
2026-04-16 11:00:00,Quillota220,49.6
2026-04-16 11:00:00,PAzucar220,46.7
2026-04-16 11:00:00,Cardones220,43.3
2026-04-16 11:00:00,Atacama220_BP1,42.2
2026-04-16 11:00:00,Tarapaca220,41.5
2026-04-16 11:00:00,Crucero220,41.1
2026-04-16 12:00:00,PMontt220,53.3
2026-04-16 12:00:00,Charrua220,50.5
2026-04-16 12:00:00,Quillota220,49.5
2026-04-16 12:00:00,PAzucar220,46.6
2026-04-16 12:00:00,Cardones220,43.4
2026-04-16 12:00:00,Atacama220_BP1,42.5
2026-04-16 12:00:00,Tarapaca220,42.4
2026-04-16 12:00:00,Crucero220,41.5
2026-04-16 13:00:00,PMontt220,53.2
2026-04-16 13:00:00,Charrua220,50.4
