Fecha Hora,Barra,Costo Marginal [USD/MWh]
2025-12-08 00:00:00.000000,Tarapaca220,59.2
2025-12-08 00:00:00.000000,Atacama220_BP1,58.8
2025-12-08 00:00:00.000000,PMontt220,58.8
2025-12-08 00:00:00.000000,Crucero220,57.7
2025-12-08 00:00:00.000000,Cardones220,56.9
2025-12-08 00:00:00.000000,Quillota220,56.7
2025-12-08 00:00:00.000000,PAzucar220,56.5
2025-12-08 00:00:00.000000,Charrua220,55.8
2025-12-08 01:00:00.000000,Tarapaca220,60.7
2025-12-08 01:00:00.000000,Atacama220_BP1,60.0
2025-12-08 01:00:00.000000,PMontt220,59.0
2025-12-08 01:00:00.000000,Crucero220,58.9
2025-12-08 01:00:00.000000,Cardones220,57.7
2025-12-08 01:00:00.000000,PAzucar220,57.1
2025-12-08 01:00:00.000000,Quillota220,56.8
2025-12-08 01:00:00.000000,Charrua220,55.9
2025-12-08 02:00:00.000000,Tarapaca220,61.5
2025-12-08 02:00:00.000000,Atacama220_BP1,60.2
2025-12-08 02:00:00.000000,Crucero220,59.1
2025-12-08 02:00:00.000000,PMontt220,58.8
2025-12-08 02:00:00.000000,Cardones220,57.8
2025-12-08 02:00:00.000000,PAzucar220,57.0
2025-12-08 02:00:00.000000,Quillota220,56.4
2025-12-08 02:00:00.000000,Charrua220,55.7
2025-12-08 03:00:00.000000,Tarapaca220,63.2
2025-12-08 03:00:00.000000,Atacama220_BP1,61.4
2025-12-08 03:00:00.000000,Crucero220,60.3
2025-12-08 03:00:00.000000,PMontt220,59.3
2025-12-08 03:00:00.000000,Cardones220,58.6
2025-12-08 03:00:00.000000,PAzucar220,57.6
2025-12-08 03:00:00.000000,Quillota220,56.8
2025-12-08 03:00:00.000000,Charrua220,56.0
2025-12-08 04:00:00.000000,Tarapaca220,62.7
2025-12-08 04:00:00.000000,Atacama220_BP1,61.2
2025-12-08 04:00:00.000000,Crucero220,60.1
2025-12-08 04:00:00.000000,PMontt220,60.0
2025-12-08 04:00:00.000000,Cardones220,58.5
2025-12-08 04:00:00.000000,PAzucar220,57.7
2025-12-08 04:00:00.000000,Quillota220,56.7
2025-12-08 04:00:00.000000,Charrua220,56.2
2025-12-08 05:00:00.000000,Tarapaca220,62.5
2025-12-08 05:00:00.000000,Atacama220_BP1,61.6
2025-12-08 05:00:00.000000,Crucero220,60.5
2025-12-08 05:00:00.000000,PMontt220,60.5
2025-12-08 05:00:00.000000,Cardones220,58.8
