Fecha Hora,Barra,Costo Marginal [USD/MWh]
2026-03-26 00:00:00.000000,Tarapaca220,69.2
2026-03-26 00:00:00.000000,Atacama220_BP1,67.2
2026-03-26 00:00:00.000000,Crucero220,66.2
2026-03-26 00:00:00.000000,Cardones220,63.9
2026-03-26 00:00:00.000000,PAzucar220,62.6
2026-03-26 00:00:00.000000,Quillota220,60.5
2026-03-26 00:00:00.000000,Charrua220,60.4
2026-03-26 00:00:00.000000,PMontt220,34.3
2026-03-26 01:00:00.000000,Tarapaca220,71.4
2026-03-26 01:00:00.000000,Atacama220_BP1,68.3
2026-03-26 01:00:00.000000,Crucero220,67.6
2026-03-26 01:00:00.000000,Cardones220,64.9
2026-03-26 01:00:00.000000,PAzucar220,63.3
2026-03-26 01:00:00.000000,Quillota220,60.4
2026-03-26 01:00:00.000000,Charrua220,60.2
2026-03-26 01:00:00.000000,PMontt220,40.7
2026-03-26 02:00:00.000000,Tarapaca220,71.3
2026-03-26 02:00:00.000000,Atacama220_BP1,68.2
2026-03-26 02:00:00.000000,Crucero220,67.6
2026-03-26 02:00:00.000000,Cardones220,64.9
2026-03-26 02:00:00.000000,PAzucar220,63.5
2026-03-26 02:00:00.000000,Quillota220,60.4
2026-03-26 02:00:00.000000,Charrua220,60.4
2026-03-26 02:00:00.000000,PMontt220,37.3
2026-03-26 03:00:00.000000,Tarapaca220,72.1
2026-03-26 03:00:00.000000,Atacama220_BP1,68.2
2026-03-26 03:00:00.000000,Crucero220,67.6
2026-03-26 03:00:00.000000,Cardones220,65.1
2026-03-26 03:00:00.000000,PAzucar220,63.7
2026-03-26 03:00:00.000000,Quillota220,60.4
2026-03-26 03:00:00.000000,Charrua220,60.3
2026-03-26 03:00:00.000000,PMontt220,38.8
2026-03-26 04:00:00.000000,Tarapaca220,70.0
2026-03-26 04:00:00.000000,Atacama220_BP1,66.9
2026-03-26 04:00:00.000000,Crucero220,66.2
2026-03-26 04:00:00.000000,Cardones220,64.1
2026-03-26 04:00:00.000000,PAzucar220,62.9
2026-03-26 04:00:00.000000,Quillota220,59.8
2026-03-26 04:00:00.000000,Charrua220,59.7
2026-03-26 04:00:00.000000,PMontt220,35.9
2026-03-26 05:00:00.000000,Tarapaca220,67.9
2026-03-26 05:00:00.000000,Atacama220_BP1,65.8
2026-03-26 05:00:00.000000,Crucero220,65.1
2026-03-26 05:00:00.000000,Cardones220,63.2
2026-03-26 05:00:00.000000,PAzucar220,62.3
2026-03-26 05:00:00.000000,Quillota220,59.6
2026-03-26 05:00:00.000000,Charrua220,59.6
2026-03-26 05:00:00.000000,PMontt220,34.4
2026-03-26 06:00:00.000000,Tarapaca220,63.6
2026-03-26 06:00:00.000000,Atacama220_BP1,61.7
2026-03-26 06:00:00.000000,PAzucar220,61.1
2026-03-26 06:00:00.000000,Cardones220,60.8
2026-03-26 06:00:00.000000,Crucero220,60.8
2026-03-26 06:00:00.000000,Charrua220,60.6
2026-03-26 06:00:00.000000,Quillota220,60.5
2026-03-26 06:00:00.000000,PMontt220,39.9
2026-03-26 07:00:00.000000,Tarapaca220,62.7
2026-03-26 07:00:00.000000,Charrua220,60.6
2026-03-26 07:00:00.000000,Quillota220,60.5
2026-03-26 07:00:00.000000,Atacama220_BP1,60.4
2026-03-26 07:00:00.000000,PAzucar220,60.4
2026-03-26 07:00:00.000000,Cardones220,59.7
2026-03-26 07:00:00.000000,Crucero220,59.2
2026-03-26 07:00:00.000000,PMontt220,53.1
2026-03-26 08:00:00.000000,PMontt220,64.2
2026-03-26 08:00:00.000000,Charrua220,60.1
2026-03-26 08:00:00.000000,Tarapaca220,60.0
2026-03-26 08:00:00.000000,Quillota220,59.9
2026-03-26 08:00:00.000000,PAzucar220,58.5
2026-03-26 08:00:00.000000,Atacama220_BP1,58.2
2026-03-26 08:00:00.000000,Cardones220,57.3
2026-03-26 08:00:00.000000,Crucero220,57.1
2026-03-26 09:00:00.000000,PMontt220,56.1
2026-03-26 09:00:00.000000,Charrua220,51.5
2026-03-26 09:00:00.000000,Quillota220,48.2
2026-03-26 09:00:00.000000,PAzucar220,7.6
2026-03-26 09:00:00.000000,Atacama220_BP1,5.5
2026-03-26 09:00:00.000000,Cardones220,5.4
2026-03-26 09:00:00.000000,Tarapaca220,5.4
2026-03-26 09:00:00.000000,Crucero220,5.4
2026-03-26 10:00:00.000000,PMontt220,45.7
2026-03-26 10:00:00.000000,Charrua220,40.4
2026-03-26 10:00:00.000000,Quillota220,37.7
2026-03-26 10:00:00.000000,PAzucar220,1.5
2026-03-26 10:00:00.000000,Atacama220_BP1,0.0
2026-03-26 10:00:00.000000,Cardones220,0.0
2026-03-26 10:00:00.000000,Crucero220,0.0
2026-03-26 10:00:00.000000,Tarapaca220,0.0
2026-03-26 11:00:00.000000,PMontt220,51.6
2026-03-26 11:00:00.000000,Charrua220,37.9
2026-03-26 11:00:00.000000,Quillota220,35.4
2026-03-26 11:00:00.000000,PAzucar220,1.4
2026-03-26 11:00:00.000000,Atacama220_BP1,0.0
2026-03-26 11:00:00.000000,Cardones220,0.0
2026-03-26 11:00:00.000000,Crucero220,0.0
2026-03-26 11:00:00.000000,Tarapaca220,0.0
2026-03-26 12:00:00.000000,PMontt220,51.8
2026-03-26 12:00:00.000000,Charrua220,40.6
2026-03-26 12:00:00.000000,Quillota220,37.9
2026-03-26 12:00:00.000000,PAzucar220,1.5
2026-03-26 12:00:00.000000,Atacama220_BP1,0.0
2026-03-26 12:00:00.000000,Cardones220,0.0
2026-03-26 12:00:00.000000,Crucero220,0.0
2026-03-26 12:00:00.000000,Tarapaca220,0.0
2026-03-26 13:00:00.000000,PMontt220,53.6
2026-03-26 13:00:00.000000,Charrua220,40.8
2026-03-26 13:00:00.000000,Quillota220,37.9
2026-03-26 13:00:00.000000,PAzucar220,1.6
2026-03-26 13:00:00.000000,Atacama220_BP1,0.0
2026-03-26 13:00:00.000000,Cardones220,0.0
2026-03-26 13:00:00.000000,Crucero220,0.0
2026-03-26 13:00:00.000000,Tarapaca220,0.0
2026-03-26 14:00:00.000000,PMontt220,66.7
2026-03-26 14:00:00.000000,Charrua220,52.2
2026-03-26 14:00:00.000000,Quillota220,48.1
2026-03-26 14:00:00.000000,PAzucar220,2.0
2026-03-26 14:00:00.000000,Atacama220_BP1,0.0
2026-03-26 14:00:00.000000,Cardones220,0.0
2026-03-26 14:00:00.000000,Crucero220,0.0
2026-03-26 14:00:00.000000,Tarapaca220,0.0
2026-03-26 15:00:00.000000,PMontt220,67.3
2026-03-26 15:00:00.000000,Charrua220,52.3
2026-03-26 15:00:00.000000,Quillota220,48.1
2026-03-26 15:00:00.000000,PAzucar220,2.1
2026-03-26 15:00:00.000000,Atacama220_BP1,0.0
2026-03-26 15:00:00.000000,Cardones220,0.0
2026-03-26 15:00:00.000000,Crucero220,0.0
2026-03-26 15:00:00.000000,Tarapaca220,0.0
2026-03-26 16:00:00.000000,PMontt220,65.7
2026-03-26 16:00:00.000000,Charrua220,50.7
2026-03-26 16:00:00.000000,Quillota220,46.6
2026-03-26 16:00:00.000000,PAzucar220,2.0
2026-03-26 16:00:00.000000,Atacama220_BP1,0.0
2026-03-26 16:00:00.000000,Cardones220,0.0
2026-03-26 16:00:00.000000,Crucero220,0.0
2026-03-26 16:00:00.000000,Tarapaca220,0.0
2026-03-26 17:00:00.000000,PMontt220,55.6
2026-03-26 17:00:00.000000,Charrua220,50.2
2026-03-26 17:00:00.000000,Quillota220,46.1
2026-03-26 17:00:00.000000,PAzucar220,1.9
2026-03-26 17:00:00.000000,Atacama220_BP1,0.0
2026-03-26 17:00:00.000000,Cardones220,0.0
2026-03-26 17:00:00.000000,Crucero220,0.0
2026-03-26 17:00:00.000000,Tarapaca220,0.0
2026-03-26 18:00:00.000000,PMontt220,59.8
2026-03-26 18:00:00.000000,Charrua220,54.4
2026-03-26 18:00:00.000000,Quillota220,49.9
2026-03-26 18:00:00.000000,PAzucar220,1.6
2026-03-26 18:00:00.000000,Atacama220_BP1,0.0
2026-03-26 18:00:00.000000,Cardones220,0.0
2026-03-26 18:00:00.000000,Crucero220,0.0
2026-03-26 18:00:00.000000,Tarapaca220,0.0
2026-03-26 19:00:00.000000,PMontt220,75.3
2026-03-26 19:00:00.000000,Charrua220,70.1
2026-03-26 19:00:00.000000,Quillota220,68.0
2026-03-26 19:00:00.000000,Tarapaca220,60.6
2026-03-26 19:00:00.000000,Atacama220_BP1,58.3
2026-03-26 19:00:00.000000,PAzucar220,57.9
2026-03-26 19:00:00.000000,Crucero220,57.0
2026-03-26 19:00:00.000000,Cardones220,56.7
2026-03-26 20:00:00.000000,PMontt220,71.7
2026-03-26 20:00:00.000000,Charrua220,65.6
2026-03-26 20:00:00.000000,Quillota220,64.0
2026-03-26 20:00:00.000000,Tarapaca220,60.9
2026-03-26 20:00:00.000000,Atacama220_BP1,58.6
2026-03-26 20:00:00.000000,PAzucar220,58.0
2026-03-26 20:00:00.000000,Crucero220,56.9
2026-03-26 20:00:00.000000,Cardones220,56.7
