Fecha Hora,Barra,Costo Marginal [USD/MWh]
2026-02-05 00:00:00.000000,PMontt220,95.1
2026-02-05 00:00:00.000000,Tarapaca220,91.7
2026-02-05 00:00:00.000000,Atacama220_BP1,91.2
2026-02-05 00:00:00.000000,Crucero220,89.0
2026-02-05 00:00:00.000000,Cardones220,87.1
2026-02-05 00:00:00.000000,PAzucar220,85.9
2026-02-05 00:00:00.000000,Quillota220,84.2
2026-02-05 00:00:00.000000,Charrua220,82.4
2026-02-05 01:00:00.000000,Tarapaca220,95.7
2026-02-05 01:00:00.000000,Atacama220_BP1,94.7
2026-02-05 01:00:00.000000,Crucero220,92.7
2026-02-05 01:00:00.000000,PMontt220,92.4
2026-02-05 01:00:00.000000,Cardones220,89.5
2026-02-05 01:00:00.000000,PAzucar220,87.4
2026-02-05 01:00:00.000000,Quillota220,84.4
2026-02-05 01:00:00.000000,Charrua220,82.0
2026-02-05 02:00:00.000000,Tarapaca220,95.2
2026-02-05 02:00:00.000000,Atacama220_BP1,94.4
2026-02-05 02:00:00.000000,PMontt220,92.4
2026-02-05 02:00:00.000000,Crucero220,92.4
2026-02-05 02:00:00.000000,Cardones220,89.8
2026-02-05 02:00:00.000000,PAzucar220,88.0
2026-02-05 02:00:00.000000,Quillota220,85.1
2026-02-05 02:00:00.000000,Charrua220,83.2
2026-02-05 03:00:00.000000,Tarapaca220,97.1
2026-02-05 03:00:00.000000,Atacama220_BP1,95.1
2026-02-05 03:00:00.000000,Crucero220,93.3
2026-02-05 03:00:00.000000,PMontt220,91.9
2026-02-05 03:00:00.000000,Cardones220,90.2
2026-02-05 03:00:00.000000,PAzucar220,88.2
2026-02-05 03:00:00.000000,Quillota220,85.0
2026-02-05 03:00:00.000000,Charrua220,83.0
2026-02-05 04:00:00.000000,Tarapaca220,96.5
2026-02-05 04:00:00.000000,Atacama220_BP1,94.7
2026-02-05 04:00:00.000000,Crucero220,92.8
2026-02-05 04:00:00.000000,PMontt220,90.6
2026-02-05 04:00:00.000000,Cardones220,89.6
2026-02-05 04:00:00.000000,PAzucar220,87.6
2026-02-05 04:00:00.000000,Quillota220,84.1
2026-02-05 04:00:00.000000,Charrua220,82.1
2026-02-05 05:00:00.000000,Tarapaca220,96.7
2026-02-05 05:00:00.000000,Atacama220_BP1,93.2
2026-02-05 05:00:00.000000,Crucero220,91.5
2026-02-05 05:00:00.000000,PMontt220,91.1
2026-02-05 05:00:00.000000,Cardones220,88.8
2026-02-05 05:00:00.000000,PAzucar220,87.2
2026-02-05 05:00:00.000000,Quillota220,84.1
2026-02-05 05:00:00.000000,Charrua220,82.0
2026-02-05 06:00:00.000000,Tarapaca220,94.3
2026-02-05 06:00:00.000000,Atacama220_BP1,92.7
2026-02-05 06:00:00.000000,PMontt220,92.0
2026-02-05 06:00:00.000000,Crucero220,90.8
2026-02-05 06:00:00.000000,Cardones220,88.6
2026-02-05 06:00:00.000000,PAzucar220,87.2
2026-02-05 06:00:00.000000,Quillota220,84.2
2026-02-05 06:00:00.000000,Charrua220,81.6
2026-02-05 07:00:00.000000,PMontt220,93.9
2026-02-05 07:00:00.000000,Tarapaca220,91.9
2026-02-05 07:00:00.000000,Atacama220_BP1,90.5
2026-02-05 07:00:00.000000,Crucero220,88.5
2026-02-05 07:00:00.000000,Cardones220,87.0
2026-02-05 07:00:00.000000,PAzucar220,86.2
2026-02-05 07:00:00.000000,Quillota220,84.1
2026-02-05 07:00:00.000000,Charrua220,82.0
2026-02-05 08:00:00.000000,PMontt220,217.8
2026-02-05 08:00:00.000000,Quillota220,48.4
2026-02-05 08:00:00.000000,Charrua220,48.0
2026-02-05 08:00:00.000000,PAzucar220,46.8
2026-02-05 08:00:00.000000,Atacama220_BP1,46.1
2026-02-05 08:00:00.000000,Tarapaca220,46.1
2026-02-05 08:00:00.000000,Cardones220,45.4
2026-02-05 08:00:00.000000,Crucero220,45.0
2026-02-05 09:00:00.000000,PMontt220,134.9
2026-02-05 09:00:00.000000,Charrua220,32.9
2026-02-05 09:00:00.000000,Quillota220,31.0
2026-02-05 09:00:00.000000,PAzucar220,2.5
2026-02-05 09:00:00.000000,Atacama220_BP1,0.0
2026-02-05 09:00:00.000000,Cardones220,0.0
2026-02-05 09:00:00.000000,Crucero220,0.0
2026-02-05 09:00:00.000000,Tarapaca220,0.0
2026-02-05 10:00:00.000000,PMontt220,174.9
2026-02-05 10:00:00.000000,Charrua220,29.7
2026-02-05 10:00:00.000000,Quillota220,28.0
2026-02-05 10:00:00.000000,PAzucar220,2.1
2026-02-05 10:00:00.000000,Atacama220_BP1,0.0
2026-02-05 10:00:00.000000,Cardones220,0.0
2026-02-05 10:00:00.000000,Crucero220,0.0
2026-02-05 10:00:00.000000,Tarapaca220,0.0
2026-02-05 11:00:00.000000,PMontt220,176.2
2026-02-05 11:00:00.000000,Charrua220,14.7
2026-02-05 11:00:00.000000,Quillota220,13.8
2026-02-05 11:00:00.000000,PAzucar220,0.9
2026-02-05 11:00:00.000000,Atacama220_BP1,0.0
2026-02-05 11:00:00.000000,Cardones220,0.0
2026-02-05 11:00:00.000000,Crucero220,0.0
2026-02-05 11:00:00.000000,Tarapaca220,0.0
2026-02-05 12:00:00.000000,PMontt220,177.3
2026-02-05 12:00:00.000000,Charrua220,14.6
2026-02-05 12:00:00.000000,Quillota220,13.6
2026-02-05 12:00:00.000000,PAzucar220,0.9
2026-02-05 12:00:00.000000,Atacama220_BP1,0.0
2026-02-05 12:00:00.000000,Cardones220,0.0
2026-02-05 12:00:00.000000,Crucero220,0.0
2026-02-05 12:00:00.000000,Tarapaca220,0.0
2026-02-05 13:00:00.000000,PMontt220,177.5
2026-02-05 13:00:00.000000,Charrua220,14.6
2026-02-05 13:00:00.000000,Quillota220,14.5
2026-02-05 13:00:00.000000,PAzucar220,0.0
2026-02-05 13:00:00.000000,Atacama220_BP1,0.0
2026-02-05 13:00:00.000000,Cardones220,0.0
2026-02-05 13:00:00.000000,Crucero220,0.0
2026-02-05 13:00:00.000000,Tarapaca220,0.0
2026-02-05 14:00:00.000000,PMontt220,177.8
2026-02-05 14:00:00.000000,Quillota220,14.8
2026-02-05 14:00:00.000000,Charrua220,14.6
2026-02-05 14:00:00.000000,Atacama220_BP1,0.0
2026-02-05 14:00:00.000000,Cardones220,0.0
2026-02-05 14:00:00.000000,Crucero220,0.0
2026-02-05 14:00:00.000000,PAzucar220,0.0
2026-02-05 14:00:00.000000,Tarapaca220,0.0
2026-02-05 15:00:00.000000,PMontt220,178.1
2026-02-05 15:00:00.000000,Quillota220,14.8
2026-02-05 15:00:00.000000,Charrua220,14.6
2026-02-05 15:00:00.000000,Atacama220_BP1,0.0
2026-02-05 15:00:00.000000,Cardones220,0.0
2026-02-05 15:00:00.000000,Crucero220,0.0
2026-02-05 15:00:00.000000,PAzucar220,0.0
2026-02-05 15:00:00.000000,Tarapaca220,0.0
2026-02-05 16:00:00.000000,PMontt220,177.5
2026-02-05 16:00:00.000000,Quillota220,14.8
2026-02-05 16:00:00.000000,Charrua220,14.6
2026-02-05 16:00:00.000000,Atacama220_BP1,0.0
2026-02-05 16:00:00.000000,Cardones220,0.0
2026-02-05 16:00:00.000000,Crucero220,0.0
2026-02-05 16:00:00.000000,PAzucar220,0.0
2026-02-05 16:00:00.000000,Tarapaca220,0.0
2026-02-05 17:00:00.000000,PMontt220,139.8
2026-02-05 17:00:00.000000,Quillota220,14.8
2026-02-05 17:00:00.000000,Charrua220,14.6
2026-02-05 17:00:00.000000,Atacama220_BP1,0.0
2026-02-05 17:00:00.000000,Cardones220,0.0
2026-02-05 17:00:00.000000,Crucero220,0.0
2026-02-05 17:00:00.000000,PAzucar220,0.0
2026-02-05 17:00:00.000000,Tarapaca220,0.0
2026-02-05 18:00:00.000000,PMontt220,178.5
2026-02-05 18:00:00.000000,Quillota220,14.8
2026-02-05 18:00:00.000000,Charrua220,14.5
2026-02-05 18:00:00.000000,Atacama220_BP1,0.0
2026-02-05 18:00:00.000000,Cardones220,0.0
2026-02-05 18:00:00.000000,Crucero220,0.0
2026-02-05 18:00:00.000000,PAzucar220,0.0
2026-02-05 18:00:00.000000,Tarapaca220,0.0
2026-02-05 19:00:00.000000,PMontt220,204.5
2026-02-05 19:00:00.000000,Quillota220,42.9
2026-02-05 19:00:00.000000,Charrua220,42.5
2026-02-05 19:00:00.000000,Tarapaca220,40.5
2026-02-05 19:00:00.000000,Atacama220_BP1,40.2
2026-02-05 19:00:00.000000,PAzucar220,39.8
2026-02-05 19:00:00.000000,Cardones220,39.0
2026-02-05 19:00:00.000000,Crucero220,38.9
2026-02-05 20:00:00.000000,PMontt220,202.9
2026-02-05 20:00:00.000000,Tarapaca220,62.3
2026-02-05 20:00:00.000000,Quillota220,61.8
2026-02-05 20:00:00.000000,Charrua220,60.9
2026-02-05 20:00:00.000000,Atacama220_BP1,60.7
2026-02-05 20:00:00.000000,PAzucar220,58.8
2026-02-05 20:00:00.000000,Cardones220,58.7
2026-02-05 20:00:00.000000,Crucero220,58.6
2026-02-05 21:00:00.000000,PMontt220,69.5
2026-02-05 21:00:00.000000,Tarapaca220,62.2
2026-02-05 21:00:00.000000,Atacama220_BP1,61.6
2026-02-05 21:00:00.000000,Quillota220,61.2
2026-02-05 21:00:00.000000,Charrua220,60.1
2026-02-05 21:00:00.000000,Crucero220,59.3
2026-02-05 21:00:00.000000,Cardones220,59.1
2026-02-05 21:00:00.000000,PAzucar220,58.9
2026-02-05 22:00:00.000000,PMontt220,210.8
2026-02-05 22:00:00.000000,Tarapaca220,66.6
2026-02-05 22:00:00.000000,Atacama220_BP1,64.7
2026-02-05 22:00:00.000000,Crucero220,62.5
2026-02-05 22:00:00.000000,Quillota220,61.7
2026-02-05 22:00:00.000000,Cardones220,61.2
2026-02-05 22:00:00.000000,PAzucar220,60.4
2026-02-05 22:00:00.000000,Charrua220,60.1
2026-02-05 23:00:00.000000,Tarapaca220,68.9
2026-02-05 23:00:00.000000,Atacama220_BP1,66.8
2026-02-05 23:00:00.000000,Crucero220,64.9
2026-02-05 23:00:00.000000,Cardones220,62.6
2026-02-05 23:00:00.000000,Quillota220,61.3
2026-02-05 23:00:00.000000,PAzucar220,61.1
2026-02-05 23:00:00.000000,Charrua220,59.2
2026-02-05 23:00:00.000000,PMontt220,53.2
2026-02-06 00:00:00.000000,Tarapaca220,67.8
2026-02-06 00:00:00.000000,Atacama220_BP1,66.2
2026-02-06 00:00:00.000000,Crucero220,64.9
2026-02-06 00:00:00.000000,Cardones220,61.8
2026-02-06 00:00:00.000000,PAzucar220,59.8
2026-02-06 00:00:00.000000,Quillota220,59.2
2026-02-06 00:00:00.000000,Charrua220,57.1
2026-02-06 00:00:00.000000,PMontt220,28.3
2026-02-06 01:00:00.000000,Tarapaca220,68.2
2026-02-06 01:00:00.000000,Atacama220_BP1,66.4
2026-02-06 01:00:00.000000,Crucero220,65.2
2026-02-06 01:00:00.000000,Cardones220,62.1
2026-02-06 01:00:00.000000,PAzucar220,60.1
2026-02-06 01:00:00.000000,Quillota220,59.0
2026-02-06 01:00:00.000000,Charrua220,57.1
2026-02-06 01:00:00.000000,PMontt220,33.3
2026-02-06 02:00:00.000000,Tarapaca220,69.8
2026-02-06 02:00:00.000000,Atacama220_BP1,67.7
2026-02-06 02:00:00.000000,Crucero220,66.6
2026-02-06 02:00:00.000000,Cardones220,63.0
2026-02-06 02:00:00.000000,PAzucar220,60.8
2026-02-06 02:00:00.000000,Quillota220,59.2
2026-02-06 02:00:00.000000,Charrua220,56.9
2026-02-06 02:00:00.000000,PMontt220,27.6
2026-02-06 03:00:00.000000,Tarapaca220,68.3
2026-02-06 03:00:00.000000,Atacama220_BP1,67.5
