Fecha Hora,Barra,Costo Marginal [USD/MWh]
2026-03-12 00:00:00.000000,Tarapaca220,62.3
2026-03-12 00:00:00.000000,Atacama220_BP1,59.3
2026-03-12 00:00:00.000000,Crucero220,59.0
2026-03-12 00:00:00.000000,PMontt220,57.4
2026-03-12 00:00:00.000000,Cardones220,56.7
2026-03-12 00:00:00.000000,PAzucar220,55.1
2026-03-12 00:00:00.000000,Quillota220,54.6
2026-03-12 00:00:00.000000,Charrua220,53.1
2026-03-12 01:00:00.000000,Tarapaca220,63.7
2026-03-12 01:00:00.000000,Atacama220_BP1,60.6
2026-03-12 01:00:00.000000,Crucero220,60.3
2026-03-12 01:00:00.000000,Cardones220,57.6
2026-03-12 01:00:00.000000,PMontt220,56.7
2026-03-12 01:00:00.000000,PAzucar220,55.7
2026-03-12 01:00:00.000000,Quillota220,54.6
2026-03-12 01:00:00.000000,Charrua220,52.8
2026-03-12 02:00:00.000000,Tarapaca220,63.1
2026-03-12 02:00:00.000000,Atacama220_BP1,60.2
2026-03-12 02:00:00.000000,Crucero220,59.8
2026-03-12 02:00:00.000000,Cardones220,57.5
2026-03-12 02:00:00.000000,PMontt220,57.0
2026-03-12 02:00:00.000000,PAzucar220,55.8
2026-03-12 02:00:00.000000,Quillota220,54.6
2026-03-12 02:00:00.000000,Charrua220,53.1
2026-03-12 03:00:00.000000,Tarapaca220,63.0
2026-03-12 03:00:00.000000,Atacama220_BP1,60.1
2026-03-12 03:00:00.000000,Crucero220,59.8
2026-03-12 03:00:00.000000,Cardones220,57.4
2026-03-12 03:00:00.000000,PMontt220,55.7
2026-03-12 03:00:00.000000,PAzucar220,55.6
2026-03-12 03:00:00.000000,Quillota220,54.1
2026-03-12 03:00:00.000000,Charrua220,52.4
2026-03-12 04:00:00.000000,Tarapaca220,62.5
2026-03-12 04:00:00.000000,Atacama220_BP1,59.7
2026-03-12 04:00:00.000000,Crucero220,59.3
2026-03-12 04:00:00.000000,Cardones220,57.1
2026-03-12 04:00:00.000000,PMontt220,55.7
2026-03-12 04:00:00.000000,PAzucar220,55.6
2026-03-12 04:00:00.000000,Quillota220,54.1
2026-03-12 04:00:00.000000,Charrua220,52.5
2026-03-12 05:00:00.000000,Tarapaca220,62.1
2026-03-12 05:00:00.000000,Atacama220_BP1,59.4
2026-03-12 05:00:00.000000,Crucero220,58.8
2026-03-12 05:00:00.000000,Cardones220,57.2
2026-03-12 05:00:00.000000,PAzucar220,55.7
2026-03-12 05:00:00.000000,PMontt220,55.4
2026-03-12 05:00:00.000000,Quillota220,54.2
2026-03-12 05:00:00.000000,Charrua220,52.3
2026-03-12 06:00:00.000000,Tarapaca220,62.5
2026-03-12 06:00:00.000000,Atacama220_BP1,59.6
2026-03-12 06:00:00.000000,Crucero220,59.1
2026-03-12 06:00:00.000000,Cardones220,57.5
2026-03-12 06:00:00.000000,PMontt220,56.9
2026-03-12 06:00:00.000000,PAzucar220,56.3
2026-03-12 06:00:00.000000,Quillota220,54.6
2026-03-12 06:00:00.000000,Charrua220,53.0
2026-03-12 07:00:00.000000,Tarapaca220,59.1
2026-03-12 07:00:00.000000,PMontt220,59.0
2026-03-12 07:00:00.000000,Atacama220_BP1,57.0
2026-03-12 07:00:00.000000,Crucero220,56.1
2026-03-12 07:00:00.000000,Cardones220,56.0
2026-03-12 07:00:00.000000,PAzucar220,55.5
2026-03-12 07:00:00.000000,Quillota220,54.6
2026-03-12 07:00:00.000000,Charrua220,53.3
2026-03-12 08:00:00.000000,PMontt220,59.0
2026-03-12 08:00:00.000000,Quillota220,52.8
2026-03-12 08:00:00.000000,Charrua220,52.6
2026-03-12 08:00:00.000000,PAzucar220,51.3
2026-03-12 08:00:00.000000,Cardones220,50.1
2026-03-12 08:00:00.000000,Tarapaca220,49.9
2026-03-12 08:00:00.000000,Atacama220_BP1,49.7
2026-03-12 08:00:00.000000,Crucero220,48.8
2026-03-12 09:00:00.000000,PMontt220,36.0
2026-03-12 09:00:00.000000,Quillota220,30.9
2026-03-12 09:00:00.000000,Charrua220,30.4
2026-03-12 09:00:00.000000,PAzucar220,28.2
2026-03-12 09:00:00.000000,Cardones220,26.4
2026-03-12 09:00:00.000000,Atacama220_BP1,25.2
2026-03-12 09:00:00.000000,Crucero220,24.4
2026-03-12 09:00:00.000000,Tarapaca220,23.8
2026-03-12 10:00:00.000000,PMontt220,58.1
2026-03-12 10:00:00.000000,Quillota220,6.7
2026-03-12 10:00:00.000000,Charrua220,6.6
2026-03-12 10:00:00.000000,PAzucar220,6.0
2026-03-12 10:00:00.000000,Cardones220,5.6
2026-03-12 10:00:00.000000,Atacama220_BP1,5.2
2026-03-12 10:00:00.000000,Crucero220,5.1
2026-03-12 10:00:00.000000,Tarapaca220,4.9
2026-03-12 11:00:00.000000,PMontt220,58.3
2026-03-12 11:00:00.000000,Charrua220,9.6
2026-03-12 11:00:00.000000,Quillota220,9.5
2026-03-12 11:00:00.000000,PAzucar220,6.2
2026-03-12 11:00:00.000000,Cardones220,5.6
2026-03-12 11:00:00.000000,Atacama220_BP1,5.3
2026-03-12 11:00:00.000000,Crucero220,5.1
2026-03-12 11:00:00.000000,Tarapaca220,5.0
2026-03-12 12:00:00.000000,PMontt220,58.5
2026-03-12 12:00:00.000000,Charrua220,8.4
2026-03-12 12:00:00.000000,Quillota220,8.3
2026-03-12 12:00:00.000000,PAzucar220,6.1
2026-03-12 12:00:00.000000,Cardones220,5.6
2026-03-12 12:00:00.000000,Atacama220_BP1,5.3
2026-03-12 12:00:00.000000,Crucero220,5.1
2026-03-12 12:00:00.000000,Tarapaca220,4.9
2026-03-12 13:00:00.000000,PMontt220,58.2
2026-03-12 13:00:00.000000,Charrua220,19.6
2026-03-12 13:00:00.000000,Quillota220,18.8
2026-03-12 13:00:00.000000,PAzucar220,7.0
2026-03-12 13:00:00.000000,Cardones220,5.6
2026-03-12 13:00:00.000000,Atacama220_BP1,5.4
2026-03-12 13:00:00.000000,Crucero220,5.2
2026-03-12 13:00:00.000000,Tarapaca220,5.1
2026-03-12 14:00:00.000000,PMontt220,58.3
2026-03-12 14:00:00.000000,Quillota220,29.0
2026-03-12 14:00:00.000000,Charrua220,28.6
2026-03-12 14:00:00.000000,PAzucar220,6.0
2026-03-12 14:00:00.000000,Cardones220,5.6
2026-03-12 14:00:00.000000,Atacama220_BP1,5.4
2026-03-12 14:00:00.000000,Crucero220,5.3
2026-03-12 14:00:00.000000,Tarapaca220,5.2
2026-03-12 15:00:00.000000,PMontt220,58.1
2026-03-12 15:00:00.000000,Quillota220,31.1
2026-03-12 15:00:00.000000,Charrua220,30.7
2026-03-12 15:00:00.000000,PAzucar220,6.0
2026-03-12 15:00:00.000000,Cardones220,5.6
2026-03-12 15:00:00.000000,Atacama220_BP1,5.5
2026-03-12 15:00:00.000000,Crucero220,5.3
2026-03-12 15:00:00.000000,Tarapaca220,5.3
2026-03-12 16:00:00.000000,PMontt220,57.7
2026-03-12 16:00:00.000000,Quillota220,31.1
2026-03-12 16:00:00.000000,Charrua220,30.5
2026-03-12 16:00:00.000000,PAzucar220,2.5
2026-03-12 16:00:00.000000,Cardones220,2.3
2026-03-12 16:00:00.000000,Atacama220_BP1,2.3
2026-03-12 16:00:00.000000,Crucero220,2.2
2026-03-12 16:00:00.000000,Tarapaca220,2.2
2026-03-12 17:00:00.000000,PMontt220,274.2
2026-03-12 17:00:00.000000,Quillota220,31.1
2026-03-12 17:00:00.000000,Charrua220,30.6
2026-03-12 17:00:00.000000,PAzucar220,6.0
2026-03-12 17:00:00.000000,Cardones220,5.6
2026-03-12 17:00:00.000000,Atacama220_BP1,5.4
2026-03-12 17:00:00.000000,Crucero220,5.3
2026-03-12 17:00:00.000000,Tarapaca220,5.3
2026-03-12 18:00:00.000000,PMontt220,35.4
2026-03-12 18:00:00.000000,Quillota220,32.3
2026-03-12 18:00:00.000000,Charrua220,29.8
2026-03-12 18:00:00.000000,Cardones220,12.4
2026-03-12 18:00:00.000000,Atacama220_BP1,12.1
2026-03-12 18:00:00.000000,Tarapaca220,11.8
2026-03-12 18:00:00.000000,Crucero220,11.8
2026-03-12 18:00:00.000000,PAzucar220,11.3
2026-03-12 19:00:00.000000,PMontt220,60.7
2026-03-12 19:00:00.000000,Quillota220,54.6
2026-03-12 19:00:00.000000,Charrua220,54.1
2026-03-12 19:00:00.000000,Tarapaca220,53.6
2026-03-12 19:00:00.000000,PAzucar220,51.9
2026-03-12 19:00:00.000000,Atacama220_BP1,51.5
2026-03-12 19:00:00.000000,Cardones220,51.4
2026-03-12 19:00:00.000000,Crucero220,50.9
2026-03-12 20:00:00.000000,PMontt220,59.8
2026-03-12 20:00:00.000000,Tarapaca220,56.1
2026-03-12 20:00:00.000000,Quillota220,54.6
2026-03-12 20:00:00.000000,Charrua220,53.5
2026-03-12 20:00:00.000000,Atacama220_BP1,53.0
2026-03-12 20:00:00.000000,PAzucar220,52.4
2026-03-12 20:00:00.000000,Cardones220,52.4
2026-03-12 20:00:00.000000,Crucero220,52.0
2026-03-12 21:00:00.000000,PMontt220,60.4
2026-03-12 21:00:00.000000,Tarapaca220,55.3
2026-03-12 21:00:00.000000,Quillota220,54.6
2026-03-12 21:00:00.000000,Charrua220,53.7
2026-03-12 21:00:00.000000,Atacama220_BP1,52.4
2026-03-12 21:00:00.000000,PAzucar220,52.2
2026-03-12 21:00:00.000000,Cardones220,51.8
2026-03-12 21:00:00.000000,Crucero220,51.4
2026-03-12 22:00:00.000000,Tarapaca220,57.8
2026-03-12 22:00:00.000000,Atacama220_BP1,55.0
2026-03-12 22:00:00.000000,Quillota220,54.6
2026-03-12 22:00:00.000000,Crucero220,54.1
2026-03-12 22:00:00.000000,Charrua220,53.5
2026-03-12 22:00:00.000000,Cardones220,53.4
2026-03-12 22:00:00.000000,PAzucar220,53.1
2026-03-12 22:00:00.000000,PMontt220,47.8
2026-03-12 23:00:00.000000,Tarapaca220,59.4
2026-03-12 23:00:00.000000,Atacama220_BP1,56.3
2026-03-12 23:00:00.000000,Crucero220,55.7
2026-03-12 23:00:00.000000,Cardones220,54.4
2026-03-12 23:00:00.000000,Quillota220,54.4
2026-03-12 23:00:00.000000,PAzucar220,53.6
2026-03-12 23:00:00.000000,Charrua220,52.9
2026-03-12 23:00:00.000000,PMontt220,48.2
2026-03-13 00:00:00.000000,Tarapaca220,57.6
2026-03-13 00:00:00.000000,Atacama220_BP1,55.1
2026-03-13 00:00:00.000000,Crucero220,54.5
2026-03-13 00:00:00.000000,PMontt220,54.4
2026-03-13 00:00:00.000000,Cardones220,52.9
2026-03-13 00:00:00.000000,PAzucar220,51.9
2026-03-13 00:00:00.000000,Quillota220,51.8
2026-03-13 00:00:00.000000,Charrua220,50.7
2026-03-13 01:00:00.000000,Tarapaca220,58.7
2026-03-13 01:00:00.000000,Atacama220_BP1,55.9
2026-03-13 01:00:00.000000,Crucero220,55.4
2026-03-13 01:00:00.000000,Cardones220,53.6
2026-03-13 01:00:00.000000,PAzucar220,52.4
2026-03-13 01:00:00.000000,Quillota220,51.7
2026-03-13 01:00:00.000000,Charrua220,50.6
2026-03-13 01:00:00.000000,PMontt220,37.7
2026-03-13 02:00:00.000000,Tarapaca220,58.4
2026-03-13 02:00:00.000000,Atacama220_BP1,56.1
2026-03-13 02:00:00.000000,Crucero220,55.6
2026-03-13 02:00:00.000000,Cardones220,53.9
2026-03-13 02:00:00.000000,PAzucar220,52.6
2026-03-13 02:00:00.000000,Quillota220,51.7
2026-03-13 02:00:00.000000,Charrua220,50.4
2026-03-13 02:00:00.000000,PMontt220,41.3
2026-03-13 03:00:00.000000,Tarapaca220,59.0
2026-03-13 03:00:00.000000,Atacama220_BP1,56.8
2026-03-13 03:00:00.000000,Crucero220,56.4
2026-03-13 03:00:00.000000,Cardones220,54.5
2026-03-13 03:00:00.000000,PAzucar220,53.0
2026-03-13 03:00:00.000000,Quillota220,51.8
2026-03-13 03:00:00.000000,Charrua220,50.4
2026-03-13 03:00:00.000000,PMontt220,45.4
2026-03-13 04:00:00.000000,Tarapaca220,58.1
2026-03-13 04:00:00.000000,Atacama220_BP1,56.5
2026-03-13 04:00:00.000000,Crucero220,55.9
2026-03-13 04:00:00.000000,Cardones220,54.3
2026-03-13 04:00:00.000000,PMontt220,53.8
2026-03-13 04:00:00.000000,PAzucar220,52.9
2026-03-13 04:00:00.000000,Quillota220,51.7
